year,state,seat_number,pres_year,last_pres_r2p
2026,Alaska,1,2024,0.568465625
2026,Alabama,1,2024,0.778821013
2026,Alabama,2,2024,0.458440645
2026,Alabama,3,2024,0.735363238
2026,Alabama,4,2024,0.834611946
2026,Alabama,5,2024,0.647472396
2026,Alabama,6,2024,0.69485656
2026,Alabama,7,2024,0.382119532
2026,Arkansas,1,2024,0.730879359
2026,Arkansas,2,2024,0.579572096
2026,Arkansas,3,2024,0.627953684
2026,Arkansas,4,2024,0.703304898
2026,Arizona,1,2024,0.51568418
2026,Arizona,2,2024,0.575601237
2026,Arizona,3,2024,0.298463031
2026,Arizona,4,2024,0.466186635
2026,Arizona,5,2024,0.600964465
2026,Arizona,6,2024,0.503788932
2026,Arizona,7,2024,0.388059487
2026,Arizona,8,2024,0.582399728
2026,Arizona,9,2024,0.656713052
2026,California,1,2024,0.43461
2026,California,2,2024,0.37323
2026,California,3,2024,0.445005
2026,California,4,2024,0.423225
2026,California,5,2024,0.59697
2026,California,6,2024,0.453915
2026,California,7,2024,0.43164
2026,California,8,2024,0.3267
2026,California,9,2024,0.43857
2026,California,10,2024,0.329175
2026,California,11,2024,0.159885
2026,California,12,2024,0.12969
2026,California,13,2024,0.49302
2026,California,14,2024,0.323235
2026,California,15,2024,0.25839
2026,California,16,2024,0.256905
2026,California,17,2024,0.302445
2026,California,18,2024,0.35442
2026,California,19,2024,0.325215
2026,California,20,2024,0.65439
2026,California,21,2024,0.4653
2026,California,22,2024,0.50391
2026,California,23,2024,0.590535
2026,California,24,2024,0.371745
2026,California,25,2024,0.46629
2026,California,26,2024,0.41976
2026,California,27,2024,0.446985
2026,California,28,2024,0.37026
2026,California,29,2024,0.32868
2026,California,30,2024,0.297495
2026,California,31,2024,0.43461
2026,California,32,2024,0.37125
2026,California,33,2024,0.44649
2026,California,34,2024,0.24453
2026,California,35,2024,0.456885
2026,California,36,2024,0.30195
2026,California,37,2024,0.19602
2026,California,38,2024,0.434115
2026,California,39,2024,0.447975
2026,California,40,2024,0.55539
2026,California,41,2024,0.425205
2026,California,42,2024,0.430155
2026,California,43,2024,0.252945
2026,California,44,2024,0.321255
2026,California,45,2024,0.475695
2026,California,46,2024,0.415305
2026,California,47,2024,0.4455
2026,California,48,2024,0.47817
2026,California,49,2024,0.435105
2026,California,50,2024,0.40491
2026,California,51,2024,0.40491
2026,California,52,2024,0.408375
2026,Colorado,1,2024,0.211936317
2026,Colorado,2,2024,0.295409434
2026,Colorado,3,2024,0.549883248
2026,Colorado,4,2024,0.593566881
2026,Colorado,5,2024,0.546685217
2026,Colorado,6,2024,0.398198595
2026,Colorado,7,2024,0.422925595
2026,Colorado,8,2024,0.50940024
2026,Connecticut,1,2024,0.383656039
2026,Connecticut,2,2024,0.460717633
2026,Connecticut,3,2024,0.428339413
2026,Connecticut,4,2024,0.38135293
2026,Connecticut,5,2024,0.471623846
2026,Delaware,1,2024,0.425207644
2026,Florida,1,2024,0.687943364
2026,Florida,2,2024,0.590880887
2026,Florida,3,2024,0.60658272
2026,Florida,4,2024,0.559812604
2026,Florida,5,2024,0.608391965
2026,Florida,6,2024,0.651540936
2026,Florida,7,2024,0.563087196
2026,Florida,8,2024,0.612751247
2026,Florida,9,2024,0.482224909
2026,Florida,10,2024,0.384920315
2026,Florida,11,2024,0.582039786
2026,Florida,12,2024,0.674270027
2026,Florida,13,2024,0.559862911
2026,Florida,14,2024,0.461206775
2026,Florida,15,2024,0.556766022
2026,Florida,16,2024,0.578017007
2026,Florida,17,2024,0.620552397
2026,Florida,18,2024,0.648145108
2026,Florida,19,2024,0.646778705
2026,Florida,20,2024,0.300168339
2026,Florida,21,2024,0.583406777
2026,Florida,22,2024,0.471911197
2026,Florida,23,2024,0.49038767
2026,Florida,24,2024,0.34842172
2026,Florida,25,2024,0.473075822
2026,Florida,26,2024,0.675973997
2026,Florida,27,2024,0.573881747
2026,Florida,28,2024,0.627862033
2026,Georgia,1,2024,0.579464063
2026,Georgia,2,2024,0.461747463
2026,Georgia,3,2024,0.649381612
2026,Georgia,4,2024,0.234807387
2026,Georgia,5,2024,0.138346335
2026,Georgia,6,2024,0.248274235
2026,Georgia,7,2024,0.611514557
2026,Georgia,8,2024,0.653609037
2026,Georgia,9,2024,0.671676115
2026,Georgia,10,2024,0.604569301
2026,Georgia,11,2024,0.617818613
2026,Georgia,12,2024,0.571155174
2026,Georgia,13,2024,0.28637773
2026,Georgia,14,2024,0.685081793
2026,Hawaii,1,2024,0.374168326
2026,Hawaii,2,2024,0.38968524
2026,Iowa,1,2024,0.542953521
2026,Iowa,2,2024,0.550637987
2026,Iowa,3,2024,0.522321257
2026,Iowa,4,2024,0.659507807
2026,Idaho,1,2024,0.730988906
2026,Idaho,2,2024,0.637805691
2026,Illinois,1,2024,0.337713941
2026,Illinois,2,2024,0.332114589
2026,Illinois,3,2024,0.340830974
2026,Illinois,4,2024,0.35623862
2026,Illinois,5,2024,0.312169284
2026,Illinois,6,2024,0.472122688
2026,Illinois,7,2024,0.169220099
2026,Illinois,8,2024,0.464998371
2026,Illinois,9,2024,0.315069213
2026,Illinois,10,2024,0.388273217
2026,Illinois,11,2024,0.44196723
2026,Illinois,12,2024,0.720406295
2026,Illinois,13,2024,0.446750197
2026,Illinois,14,2024,0.473684051
2026,Illinois,15,2024,0.702168173
2026,Illinois,16,2024,0.615249598
2026,Illinois,17,2024,0.475859384
2026,Indiana,1,2024,0.497988849
2026,Indiana,2,2024,0.634601302
2026,Indiana,3,2024,0.65864474
2026,Indiana,4,2024,0.649393293
2026,Indiana,5,2024,0.585637189
2026,Indiana,6,2024,0.665497602
2026,Indiana,7,2024,0.289194661
2026,Indiana,8,2024,0.682457509
2026,Indiana,9,2024,0.651929173
2026,Kansas,1,2024,0.659242908
2026,Kansas,2,2024,0.600276772
2026,Kansas,3,2024,0.479129856
2026,Kansas,4,2024,0.618498828
2026,Kentucky,1,2024,0.739550238
2026,Kentucky,2,2024,0.709660092
2026,Kentucky,3,2024,0.403655029
2026,Kentucky,4,2024,0.680800955
2026,Kentucky,5,2024,0.82334894
2026,Kentucky,6,2024,0.57656705
2026,Louisiana,1,2024,0.693214895
2026,Louisiana,2,2024,0.339969436
2026,Louisiana,3,2024,0.726933707
2026,Louisiana,4,2024,0.763880204
2026,Louisiana,5,2024,0.68409678
2026,Louisiana,6,2024,0.423892984
2026,Massachusetts,1,2024,0.430426352
2026,Massachusetts,2,2024,0.378563736
2026,Massachusetts,3,2024,0.403038801
2026,Massachusetts,4,2024,0.399344087
2026,Massachusetts,5,2024,0.268267753
2026,Massachusetts,6,2024,0.394556599
2026,Massachusetts,7,2024,0.174299783
2026,Massachusetts,8,2024,0.365069022
2026,Massachusetts,9,2024,0.445289841
2026,Maryland,1,2024,0.586525785
2026,Maryland,2,2024,0.40530891
2026,Maryland,3,2024,0.377548628
2026,Maryland,4,2024,0.121674099
2026,Maryland,5,2024,0.329749164
2026,Maryland,6,2024,0.470370508
2026,Maryland,7,2024,0.197513413
2026,Maryland,8,2024,0.209721692
2026,Maine,1,2024,0.38958491
2026,Maine,2,2024,0.546173553
2026,Michigan,1,2024,0.607598612
2026,Michigan,2,2024,0.652701081
2026,Michigan,3,2024,0.460138073
2026,Michigan,4,2024,0.528106889
2026,Michigan,5,2024,0.637045863
2026,Michigan,6,2024,0.380386162
2026,Michigan,7,2024,0.506519286
2026,Michigan,8,2024,0.510045721
2026,Michigan,9,2024,0.663877295
2026,Michigan,10,2024,0.533424156
2026,Michigan,11,2024,0.417883527
2026,Michigan,12,2024,0.300514045
2026,Michigan,13,2024,0.290016086
2026,Minnesota,1,2024,0.561168565
2026,Minnesota,2,2024,0.470246316
2026,Minnesota,3,2024,0.391399248
2026,Minnesota,4,2024,0.317665093
2026,Minnesota,5,2024,0.182285078
2026,Minnesota,6,2024,0.600330445
2026,Minnesota,7,2024,0.685488712
2026,Minnesota,8,2024,0.572656942
2026,Missouri,1,2024,0.204081633
2026,Missouri,2,2024,0.56122449
2026,Missouri,3,2024,0.602040816
2026,Missouri,4,2024,0.606060606
2026,Missouri,5,2024,0.591836735
2026,Missouri,6,2024,0.636363636
2026,Missouri,7,2024,0.717171717
2026,Missouri,8,2024,0.767676768
2026,Mississippi,1,2024,0.687662819
2026,Mississippi,2,2024,0.397133051
2026,Mississippi,3,2024,0.64731672
2026,Mississippi,4,2024,0.714959991
2026,Montana,1,2024,0.559612062
2026,Montana,2,2024,0.652539195
2026,North Carolina,1,2024,0.555555556
2026,North Carolina,2,2024,0.326530612
2026,North Carolina,3,2024,0.565656566
2026,North Carolina,4,2024,0.265306122
2026,North Carolina,5,2024,0.585858586
2026,North Carolina,6,2024,0.585858586
2026,North Carolina,7,2024,0.571428571
2026,North Carolina,8,2024,0.595959596
2026,North Carolina,9,2024,0.581632653
2026,North Carolina,10,2024,0.585858586
2026,North Carolina,11,2024,0.545454545
2026,North Carolina,12,2024,0.265306122
2026,North Carolina,13,2024,0.585858586
2026,North Carolina,14,2024,0.575757576
2026,North Dakota,1,2024,0.686964931
2026,Nebraska,1,2024,0.566141629
2026,Nebraska,2,2024,0.476578353
2026,Nebraska,3,2024,0.772153909
2026,New Hampshire,1,2024,0.489900227
2026,New Hampshire,2,2024,0.481865464
2026,New Jersey,1,2024,0.40490642
2026,New Jersey,2,2024,0.563676802
2026,New Jersey,3,2024,0.457522341
2026,New Jersey,4,2024,0.652684784
2026,New Jersey,5,2024,0.492286513
2026,New Jersey,6,2024,0.467052465
2026,New Jersey,7,2024,0.505984838
2026,New Jersey,8,2024,0.375940162
2026,New Jersey,9,2024,0.505853708
2026,New Jersey,10,2024,0.241662611
2026,New Jersey,11,2024,0.455517779
2026,New Jersey,12,2024,0.377314057
2026,New Mexico,1,2024,0.435017977
2026,New Mexico,2,2024,0.50923343
2026,New Mexico,3,2024,0.473397134
2026,Nevada,1,2024,0.488499343
2026,Nevada,2,2024,0.571346606
2026,Nevada,3,2024,0.503747034
2026,Nevada,4,2024,0.488203326
2026,New York,1,2024,0.550954932
2026,New York,2,2024,0.570382734
2026,New York,3,2024,0.521734227
2026,New York,4,2024,0.493535959
2026,New York,5,2024,0.285997172
2026,New York,6,2024,0.467367243
2026,New York,7,2024,0.264048484
2026,New York,8,2024,0.276479973
2026,New York,9,2024,0.292678558
2026,New York,10,2024,0.190538162
2026,New York,11,2024,0.624129688
2026,New York,12,2024,0.175502907
2026,New York,13,2024,0.198635021
2026,New York,14,2024,0.338169464
2026,New York,15,2024,0.255960114
2026,New York,16,2024,0.333451534
2026,New York,17,2024,0.497201384
2026,New York,18,2024,0.483230298
2026,New York,19,2024,0.490996943
2026,New York,20,2024,0.428395493
2026,New York,21,2024,0.603799927
2026,New York,22,2024,0.461529925
2026,New York,23,2024,0.60593976
2026,New York,24,2024,0.616185702
2026,New York,25,2024,0.406729507
2026,New York,26,2024,0.40219645
2026,Ohio,1,2024,0.515151515
2026,Ohio,2,2024,0.71
2026,Ohio,3,2024,0.292929293
2026,Ohio,4,2024,0.717171717
2026,Ohio,5,2024,0.616161616
2026,Ohio,6,2024,0.676767677
2026,Ohio,7,2024,0.555555556
2026,Ohio,8,2024,0.575757576
2026,Ohio,9,2024,0.555555556
2026,Ohio,10,2024,0.535353535
2026,Ohio,11,2024,0.222222222
2026,Ohio,12,2024,0.65
2026,Ohio,13,2024,0.484848485
2026,Ohio,14,2024,0.606060606
2026,Ohio,15,2024,0.55
2026,Oklahoma,1,2024,0.609993805
2026,Oklahoma,2,2024,0.782556467
2026,Oklahoma,3,2024,0.732091068
2026,Oklahoma,4,2024,0.669437408
2026,Oklahoma,5,2024,0.590600023
2026,Oregon,1,2024,0.304448342
2026,Oregon,2,2024,0.639392602
2026,Oregon,3,2024,0.261931181
2026,Oregon,4,2024,0.437785426
2026,Oregon,5,2024,0.45595672
2026,Oregon,6,2024,0.441291067
2026,Pennsylvania,1,2024,0.498388098
2026,Pennsylvania,2,2024,0.319150612
2026,Pennsylvania,3,2024,0.108710284
2026,Pennsylvania,4,2024,0.420152075
2026,Pennsylvania,5,2024,0.355328124
2026,Pennsylvania,6,2024,0.442369949
2026,Pennsylvania,7,2024,0.516194327
2026,Pennsylvania,8,2024,0.542836709
2026,Pennsylvania,9,2024,0.691434795
2026,Pennsylvania,10,2024,0.526457113
2026,Pennsylvania,11,2024,0.607873183
2026,Pennsylvania,12,2024,0.403174924
2026,Pennsylvania,13,2024,0.72951632
2026,Pennsylvania,14,2024,0.667980588
2026,Pennsylvania,15,2024,0.691435251
2026,Pennsylvania,16,2024,0.614798986
2026,Pennsylvania,17,2024,0.472217621
2026,Rhode Island,1,2024,0.386701449
2026,Rhode Island,2,2024,0.465327866
2026,South Carolina,1,2024,0.566047163
2026,South Carolina,2,2024,0.570617347
2026,South Carolina,3,2024,0.718096294
2026,South Carolina,4,2024,0.619812
2026,South Carolina,5,2024,0.615444192
2026,South Carolina,6,2024,0.384777087
2026,South Carolina,7,2024,0.63312032
2026,South Dakota,1,2024,0.649450995
2026,Tennessee,1,2024,0.792206097
2026,Tennessee,2,2024,0.671641997
2026,Tennessee,3,2024,0.681759034
2026,Tennessee,4,2024,0.720531994
2026,Tennessee,5,2024,0.590317888
2026,Tennessee,6,2024,0.678257581
2026,Tennessee,7,2024,0.613085165
2026,Tennessee,8,2024,0.708023791
2026,Tennessee,9,2024,0.279076308
2026,Texas,1,2024,0.747474747
2026,Texas,2,2024,0.616161616
2026,Texas,3,2024,0.618556701
2026,Texas,4,2024,0.62244898
2026,Texas,5,2024,0.606060606
2026,Texas,6,2024,0.616161616
2026,Texas,7,2024,0.381443299
2026,Texas,8,2024,0.636363636
2026,Texas,9,2024,0.595959596
2026,Texas,10,2024,0.612244898
2026,Texas,11,2024,0.673469388
2026,Texas,12,2024,0.62244898
2026,Texas,13,2024,0.737373737
2026,Texas,14,2024,0.626262626
2026,Texas,15,2024,0.59
2026,Texas,16,2024,0.418367347
2026,Texas,17,2024,0.612244898
2026,Texas,18,2024,0.222222222
2026,Texas,19,2024,0.757575758
2026,Texas,20,2024,0.357142857
2026,Texas,21,2024,0.612244898
2026,Texas,22,2024,0.612244898
2026,Texas,23,2024,0.575757576
2026,Texas,24,2024,0.581632653
2026,Texas,25,2024,0.62244898
2026,Texas,26,2024,0.62244898
2026,Texas,27,2024,0.606060606
2026,Texas,28,2024,0.555555556
2026,Texas,29,2024,0.343434343
2026,Texas,30,2024,0.262626263
2026,Texas,31,2024,0.612244898
2026,Texas,32,2024,0.591836735
2026,Texas,33,2024,0.336734694
2026,Texas,34,2024,0.555555556
2026,Texas,35,2024,0.555555556
2026,Texas,36,2024,0.626262626
2026,Texas,37,2024,0.214285714
2026,Texas,38,2024,0.606060606
2026,Utah,1,2024,0.381443299
2026,Utah,2,2024,0.649484536
2026,Utah,3,2024,0.711340206
2026,Utah,4,2024,0.670103093
2026,Virginia,1,2024,0.525022124
2026,Virginia,2,2024,0.501261084
2026,Virginia,3,2024,0.324143226
2026,Virginia,4,2024,0.334108864
2026,Virginia,5,2024,0.562035425
2026,Virginia,6,2024,0.620788525
2026,Virginia,7,2024,0.485429223
2026,Virginia,8,2024,0.245478878
2026,Virginia,9,2024,0.722129083
2026,Virginia,10,2024,0.457117745
2026,Virginia,11,2024,0.323544182
2026,Vermont,1,2024,0.336147821
2026,Washington,1,2024,0.351429169
2026,Washington,2,2024,0.37775321
2026,Washington,3,2024,0.516981261
2026,Washington,4,2024,0.606181617
2026,Washington,5,2024,0.555542777
2026,Washington,6,2024,0.400542741
2026,Washington,7,2024,0.112197442
2026,Washington,8,2024,0.470165338
2026,Washington,9,2024,0.286528563
2026,Washington,10,2024,0.40697873
2026,Wisconsin,1,2024,0.522874633
2026,Wisconsin,2,2024,0.296271659
2026,Wisconsin,3,2024,0.537568294
2026,Wisconsin,4,2024,0.237652033
2026,Wisconsin,5,2024,0.612267683
2026,Wisconsin,6,2024,0.58347696
2026,Wisconsin,7,2024,0.614213899
2026,Wisconsin,8,2024,0.582319171
2026,West Virginia,1,2024,0.725993792
2026,West Virginia,2,2024,0.701916568
2026,Wyoming,1,2024,0.73479173
